district_id,crop_id,year,production_mt,area_harvested_ha,yield_kg_ha,data_source,data_quality
18,4,2024,593055.98,190498.76,3113.18,FAOSTAT,Official
18,5,2014,170753.52,59541.0,2867.83,FAOSTAT,Official
18,5,2015,1028834.14,375421.33,2740.48,FAOSTAT,Official
18,5,2016,1294468.38,476201.95,2718.32,FAOSTAT,Estimated
18,5,2017,1114122.66,439199.76,2536.71,FAOSTAT,Estimated
18,5,2018,478850.98,171077.06,2799.04,FAOSTAT,Official
18,5,2019,1022036.64,400963.52,2548.95,FAOSTAT,Official
18,5,2020,1178581.33,356245.67,3308.34,FAOSTAT,Official
18,5,2021,1068198.97,374589.76,2851.65,FAOSTAT,Estimated
18,5,2022,1001957.7,395150.97,2535.63,FAOSTAT,Official
18,5,2023,168474.42,56028.57,3006.94,FAOSTAT,Official
18,5,2024,730696.24,272035.07,2686.04,FAOSTAT,Official
18,6,2014,968053.53,339918.86,2847.9,FAOSTAT,Official
18,6,2015,1410683.18,438992.88,3213.45,FAOSTAT,Official
18,6,2016,776805.92,268441.95,2893.76,FAOSTAT,Official
18,6,2017,598862.43,204008.33,2935.48,FAOSTAT,Official
18,6,2018,182452.37,69928.16,2609.14,FAOSTAT,Estimated
18,6,2019,906279.22,324186.98,2795.54,FAOSTAT,Official
18,6,2020,646506.08,207678.9,3113.01,FAOSTAT,Official
18,6,2021,1326405.97,431773.6,3071.99,FAOSTAT,Estimated
18,6,2022,972583.7,367264.39,2648.18,FAOSTAT,Official
18,6,2023,154140.81,51687.88,2982.15,FAOSTAT,Official
18,6,2024,599380.34,203209.63,2949.57,FAOSTAT,Estimated
18,7,2014,645450.57,204651.95,3153.89,FAOSTAT,Official
18,7,2015,268290.0,106201.83,2526.23,FAOSTAT,Official
18,7,2016,959145.74,321961.11,2979.07,FAOSTAT,Official
18,7,2017,1123836.83,404401.13,2779.02,FAOSTAT,Official
18,7,2018,533974.54,186216.77,2867.49,FAOSTAT,Official
18,7,2019,670758.09,184562.03,3634.32,FAOSTAT,Official
18,7,2020,819139.11,312270.75,2623.17,FAOSTAT,Estimated
18,7,2021,690992.8,295436.12,2338.89,FAOSTAT,Official
18,7,2022,837984.95,343910.88,2436.63,FAOSTAT,Official
18,7,2023,530241.54,156035.5,3398.21,FAOSTAT,Official
18,7,2024,993011.15,405231.68,2450.48,FAOSTAT,Official
18,8,2014,2331040.73,187572.47,12427.41,FAOSTAT,Official
18,8,2015,2610151.51,186935.3,13962.86,FAOSTAT,Official
18,8,2016,3425610.9,219376.29,15615.23,FAOSTAT,Official
18,8,2017,4128226.36,232745.27,17737.1,FAOSTAT,Official
18,8,2018,5478739.89,341415.25,16047.14,FAOSTAT,Official
18,8,2019,2992437.72,307109.46,9743.88,FAOSTAT,Official
18,8,2020,5208841.91,338318.34,15396.27,FAOSTAT,Estimated
18,8,2021,4868906.61,438864.8,11094.32,FAOSTAT,Official
18,8,2022,652147.63,54267.69,12017.23,FAOSTAT,Estimated
18,8,2023,2593485.46,267318.15,9701.87,FAOSTAT,Official
18,8,2024,5109766.21,362535.27,14094.54,FAOSTAT,Official
18,9,2014,1164466.45,106650.84,10918.49,FAOSTAT,Official
18,9,2015,4722089.59,319817.91,14764.93,FAOSTAT,Estimated
18,9,2016,4848043.2,373024.59,12996.58,FAOSTAT,Official
18,9,2017,6196794.91,355446.46,17433.83,FAOSTAT,Estimated
18,9,2018,5553192.2,474900.23,11693.39,FAOSTAT,Estimated
18,9,2019,6195576.48,460149.2,13464.28,FAOSTAT,Official
18,9,2020,2083374.12,197716.47,10537.18,FAOSTAT,Official
18,9,2021,4236559.08,284766.51,14877.31,FAOSTAT,Estimated
18,9,2022,1553635.09,150248.39,10340.44,FAOSTAT,Official
18,9,2023,5884960.17,410507.31,14335.82,FAOSTAT,Estimated
18,9,2024,4168228.09,336817.16,12375.34,FAOSTAT,Official
18,10,2014,2688047.25,237765.34,11305.46,FAOSTAT,Official
18,10,2015,4415389.91,404382.48,10918.85,FAOSTAT,Official
18,10,2016,576547.3,58945.59,9781.01,FAOSTAT,Estimated
18,10,2017,7410330.98,460749.08,16083.22,FAOSTAT,Official
18,10,2018,707925.47,54769.0,12925.66,FAOSTAT,Official
18,10,2019,3099929.25,303245.43,10222.51,FAOSTAT,Official
18,10,2020,4709350.62,429092.09,10975.15,FAOSTAT,Official
18,10,2021,3665423.68,340214.54,10773.86,FAOSTAT,Official
18,10,2022,3013276.71,367549.2,8198.29,FAOSTAT,Official
18,10,2023,946779.43,73623.87,12859.68,FAOSTAT,Official
18,10,2024,3386777.68,271719.19,12464.26,FAOSTAT,Estimated
18,11,2014,1145513.83,77524.32,14776.19,FAOSTAT,Official
18,11,2015,4045727.35,306906.95,13182.26,FAOSTAT,Official
18,11,2016,1671327.79,154038.95,10850.03,FAOSTAT,Official
18,11,2017,4502306.28,382703.78,11764.47,FAOSTAT,Official
18,11,2018,6859369.0,406033.03,16893.62,FAOSTAT,Official
18,11,2019,1819426.33,200468.25,9075.88,FAOSTAT,Estimated
18,11,2020,5582542.81,421697.94,13238.25,FAOSTAT,Estimated
18,11,2021,2626128.34,174755.39,15027.45,FAOSTAT,Official
18,11,2022,4594194.01,355646.37,12917.87,FAOSTAT,Estimated
18,11,2023,1527244.63,130421.02,11710.11,FAOSTAT,Official
18,11,2024,2133370.05,164074.14,13002.48,FAOSTAT,Official
18,12,2014,1692077.2,120777.14,14009.91,FAOSTAT,Official
18,12,2015,3207589.84,195888.5,16374.57,FAOSTAT,Estimated
18,12,2016,1163472.67,93126.91,12493.41,FAOSTAT,Estimated
18,12,2017,2943586.84,214536.88,13720.66,FAOSTAT,Official
18,12,2018,4058601.81,480209.98,8451.72,FAOSTAT,Official
18,12,2019,927357.5,73547.26,12609.0,FAOSTAT,Estimated
18,12,2020,6646900.36,475836.49,13968.87,FAOSTAT,Official
18,12,2021,2972061.95,317179.07,9370.3,FAOSTAT,Estimated
18,12,2022,2060059.54,154656.6,13320.22,FAOSTAT,Official
18,12,2023,3085628.54,268841.35,11477.51,FAOSTAT,Official
18,12,2024,5652891.93,379742.02,14886.14,FAOSTAT,Official
18,13,2014,1871525.53,207183.44,9033.18,FAOSTAT,Official
18,13,2015,4878203.74,469220.27,10396.4,FAOSTAT,Official
18,13,2016,7911834.46,443518.78,17838.78,FAOSTAT,Estimated
18,13,2017,3757943.76,273279.94,13751.26,FAOSTAT,Estimated
18,13,2018,2698114.64,244509.21,11034.82,FAOSTAT,Official
18,13,2019,2057767.42,174950.22,11762.02,FAOSTAT,Official
18,13,2020,2848597.26,243762.47,11685.95,FAOSTAT,Official
18,13,2021,6401792.91,442673.71,14461.65,FAOSTAT,Official
18,13,2022,3688568.21,372253.52,9908.75,FAOSTAT,Official
18,13,2023,3076936.41,246118.29,12501.86,FAOSTAT,Estimated
18,13,2024,1472159.9,119229.23,12347.31,FAOSTAT,Official
18,14,2014,3302384.43,350440.08,9423.54,FAOSTAT,Official
18,14,2015,6760164.78,444769.0,15199.27,FAOSTAT,Official
18,14,2016,5384124.38,460806.76,11684.13,FAOSTAT,Official
18,14,2017,3269011.38,316787.3,10319.26,FAOSTAT,Estimated
18,14,2018,4426273.74,379730.38,11656.36,FAOSTAT,Official
18,14,2019,5190640.52,319953.07,16223.13,FAOSTAT,Official
18,14,2020,3646583.74,317253.56,11494.22,FAOSTAT,Estimated
18,14,2021,5693273.53,453124.05,12564.49,FAOSTAT,Official
18,14,2022,2945075.22,233434.3,12616.29,FAOSTAT,Official
18,14,2023,5819270.15,380236.6,15304.34,FAOSTAT,Estimated
18,14,2024,3558394.37,318148.03,11184.71,FAOSTAT,Official
18,15,2014,4992857.05,347377.26,14373.01,FAOSTAT,Official
18,15,2015,1547279.66,122140.47,12668.03,FAOSTAT,Official
18,15,2016,538676.42,55414.18,9720.91,FAOSTAT,Official
18,15,2017,4248563.48,337243.34,12597.92,FAOSTAT,Official
18,15,2018,5998985.86,474637.83,12639.08,FAOSTAT,Official
18,15,2019,3109373.55,238988.73,13010.54,FAOSTAT,Estimated
18,15,2020,5268903.38,377218.28,13967.78,FAOSTAT,Official
18,15,2021,2700237.3,230154.03,11732.31,FAOSTAT,Official
18,15,2022,4880490.87,392105.77,12446.87,FAOSTAT,Official
18,15,2023,2144125.2,206005.75,10408.08,FAOSTAT,Official
18,15,2024,3497984.55,235245.25,14869.52,FAOSTAT,Official
18,16,2014,2119334.16,474718.7,4464.4,FAOSTAT,Official
18,16,2015,1473194.41,238035.34,6188.97,FAOSTAT,Official
18,16,2016,505194.18,95439.31,5293.36,FAOSTAT,Official
18,16,2017,506206.11,70445.22,7185.81,FAOSTAT,Official
18,16,2018,1193175.65,186651.59,6392.53,FAOSTAT,Official
18,16,2019,375915.18,71966.54,5223.47,FAOSTAT,Official
18,16,2020,2031057.73,373891.62,5432.21,FAOSTAT,Estimated
18,16,2021,2734278.55,482596.18,5665.77,FAOSTAT,Official
18,16,2022,2395348.61,366577.63,6534.36,FAOSTAT,Official
18,16,2023,2826848.5,354653.1,7970.74,FAOSTAT,Estimated
18,16,2024,2206724.58,402244.13,5486.03,FAOSTAT,Official
18,17,2014,1028708.48,177427.09,5797.92,FAOSTAT,Official
18,17,2015,2232382.83,349153.86,6393.69,FAOSTAT,Estimated
18,17,2016,2284446.41,418129.03,5463.5,FAOSTAT,Official
18,17,2017,2207494.89,315434.29,6998.27,FAOSTAT,Estimated
18,17,2018,2411872.68,373964.54,6449.47,FAOSTAT,Official
18,17,2019,2259712.44,430986.15,5243.12,FAOSTAT,Official
18,17,2020,1634735.22,284192.78,5752.21,FAOSTAT,Official
18,17,2021,939954.55,140989.05,6666.86,FAOSTAT,Official
18,17,2022,1851239.96,286768.36,6455.52,FAOSTAT,Official
18,17,2023,963865.47,150530.73,6403.11,FAOSTAT,Estimated
18,17,2024,2861546.7,471577.28,6068.03,FAOSTAT,Official
18,18,2014,1717657.21,246957.31,6955.28,FAOSTAT,Official
18,18,2015,1380189.58,235749.46,5854.48,FAOSTAT,Official
18,18,2016,1341965.64,273438.84,4907.74,FAOSTAT,Estimated
18,18,2017,2229078.31,322535.95,6911.1,FAOSTAT,Official
18,18,2018,2387944.89,334326.37,7142.56,FAOSTAT,Estimated
18,18,2019,1249650.01,162415.27,7694.17,FAOSTAT,Estimated
18,18,2020,2233726.28,384601.13,5807.9,FAOSTAT,Official
18,18,2021,3451757.84,479054.25,7205.36,FAOSTAT,Estimated
18,18,2022,339821.87,69565.95,4884.89,FAOSTAT,Official
18,18,2023,3139003.73,432878.27,7251.47,FAOSTAT,Estimated
18,18,2024,508096.98,81252.38,6253.32,FAOSTAT,Official
18,19,2014,1727276.52,294019.24,5874.71,FAOSTAT,Estimated
18,19,2015,1427525.8,298996.37,4774.39,FAOSTAT,Official
18,19,2016,1743717.13,326395.11,5342.35,FAOSTAT,Official
18,19,2017,698871.75,113240.78,6171.56,FAOSTAT,Official
18,19,2018,1926843.87,298244.89,6460.61,FAOSTAT,Official
18,19,2019,671288.85,115136.43,5830.38,FAOSTAT,Official
18,19,2020,1990748.23,299894.63,6638.16,FAOSTAT,Official
18,19,2021,722811.54,159942.37,4519.2,FAOSTAT,Official
18,19,2022,1335061.46,185091.54,7212.98,FAOSTAT,Estimated
18,19,2023,3408656.09,461029.91,7393.57,FAOSTAT,Estimated
18,19,2024,1374724.41,355567.98,3866.28,FAOSTAT,Official
18,20,2014,2527994.98,321927.25,7852.69,FAOSTAT,Official
18,20,2015,263722.07,52880.5,4987.13,FAOSTAT,Estimated
18,20,2016,3503922.25,443010.89,7909.34,FAOSTAT,Official
18,20,2017,2176194.6,423868.67,5134.12,FAOSTAT,Official
18,20,2018,1975297.16,431149.51,4581.47,FAOSTAT,Official
18,20,2019,1513768.46,319661.36,4735.54,FAOSTAT,Official
18,20,2020,1905934.14,399678.2,4768.67,FAOSTAT,Official
18,20,2021,1032614.01,149200.0,6921.01,FAOSTAT,Estimated
18,20,2022,598299.59,99888.95,5989.65,FAOSTAT,Official
18,20,2023,1560846.3,335069.64,4658.27,FAOSTAT,Official
18,20,2024,2149028.29,366742.12,5859.78,FAOSTAT,Estimated
18,21,2014,297088.39,250220.43,1187.31,FAOSTAT,Official
18,21,2015,239916.32,212521.32,1128.9,FAOSTAT,Estimated
18,21,2016,485648.4,406573.21,1194.49,FAOSTAT,Official
18,21,2017,461146.85,417887.7,1103.52,FAOSTAT,Official
18,21,2018,69174.82,59801.43,1156.74,FAOSTAT,Estimated
18,21,2019,182857.55,172294.82,1061.31,FAOSTAT,Official
18,21,2020,167876.02,118609.78,1415.36,FAOSTAT,Official
18,21,2021,280343.28,254747.28,1100.48,FAOSTAT,Official
18,21,2022,438519.85,436033.15,1005.7,FAOSTAT,Official
18,21,2023,472762.94,464498.22,1017.79,FAOSTAT,Official
18,21,2024,453906.11,474155.68,957.29,FAOSTAT,Official
18,22,2014,586003.35,499495.5,1173.19,FAOSTAT,Official
18,22,2015,439388.97,333533.11,1317.38,FAOSTAT,Official
18,22,2016,143504.91,125523.36,1143.25,FAOSTAT,Official
18,22,2017,176448.65,155184.26,1137.03,FAOSTAT,Estimated
18,22,2018,615412.31,476578.2,1291.31,FAOSTAT,Official
18,22,2019,80874.86,66292.57,1219.97,FAOSTAT,Estimated
18,22,2020,254525.29,233151.66,1091.67,FAOSTAT,Estimated
18,22,2021,271395.39,228274.16,1188.9,FAOSTAT,Official
18,22,2022,588893.19,477762.45,1232.61,FAOSTAT,Official
18,22,2023,550149.78,444566.29,1237.5,FAOSTAT,Official
18,22,2024,189302.84,172230.74,1099.12,FAOSTAT,Official
18,23,2014,60228.35,55452.67,1086.12,FAOSTAT,Official
18,23,2015,648396.38,464608.93,1395.57,FAOSTAT,Official
18,23,2016,524314.8,389072.1,1347.6,FAOSTAT,Official
18,23,2017,319009.6,266212.17,1198.33,FAOSTAT,Official
18,23,2018,148062.56,138771.81,1066.95,FAOSTAT,Official
18,23,2019,134614.22,99791.63,1348.95,FAOSTAT,Official
18,23,2020,365491.42,308180.49,1185.97,FAOSTAT,Official
18,23,2021,79445.21,60631.72,1310.29,FAOSTAT,Official
18,23,2022,203986.96,182176.1,1119.72,FAOSTAT,Official
18,23,2023,294571.88,251482.51,1171.34,FAOSTAT,Official
18,23,2024,427798.27,347890.75,1229.69,FAOSTAT,Official
18,24,2014,206907.97,204099.42,1013.76,FAOSTAT,Official
18,24,2015,609831.24,493537.28,1235.63,FAOSTAT,Official
18,24,2016,261844.73,212086.89,1234.61,FAOSTAT,Official
18,24,2017,403215.76,390709.08,1032.01,FAOSTAT,Official
18,24,2018,372641.8,331928.48,1122.66,FAOSTAT,Official
18,24,2019,244436.85,223662.57,1092.88,FAOSTAT,Estimated
18,24,2020,156653.31,155911.12,1004.76,FAOSTAT,Official
18,24,2021,350071.46,305566.26,1145.65,FAOSTAT,Official
18,24,2022,334879.03,272889.47,1227.16,FAOSTAT,Official
18,24,2023,169402.57,138234.26,1225.47,FAOSTAT,Official
18,24,2024,486282.93,436020.18,1115.28,FAOSTAT,Official
18,25,2014,757816.22,329780.36,2297.94,FAOSTAT,Official
18,25,2015,160802.27,91619.95,1755.1,FAOSTAT,Official
18,25,2016,1079990.86,481531.5,2242.82,FAOSTAT,Official
18,25,2017,1086534.65,462834.95,2347.56,FAOSTAT,Official
18,25,2018,588110.93,243689.49,2413.36,FAOSTAT,Official
18,25,2019,1056990.18,421140.44,2509.83,FAOSTAT,Official
18,25,2020,1035926.07,446376.34,2320.75,FAOSTAT,Estimated
18,25,2021,758300.59,314351.57,2412.27,FAOSTAT,Official
18,25,2022,472515.43,216947.49,2178.02,FAOSTAT,Official
18,25,2023,754033.17,362282.74,2081.34,FAOSTAT,Official
18,25,2024,423875.19,183186.79,2313.9,FAOSTAT,Official
18,26,2014,878094.63,443268.97,1980.95,FAOSTAT,Official
18,26,2015,701798.25,347635.4,2018.78,FAOSTAT,Official
18,26,2016,529914.07,227803.87,2326.19,FAOSTAT,Official
18,26,2017,263179.65,117911.94,2232.0,FAOSTAT,Official
18,26,2018,126372.89,60734.11,2080.76,FAOSTAT,Official
18,26,2019,142163.66,74118.18,1918.07,FAOSTAT,Estimated
18,26,2020,871387.11,350250.05,2487.9,FAOSTAT,Official
18,26,2021,354881.71,197016.33,1801.28,FAOSTAT,Estimated
18,26,2022,293184.12,166065.36,1765.47,FAOSTAT,Official
18,26,2023,655594.34,330568.97,1983.23,FAOSTAT,Official
18,26,2024,150726.84,71095.45,2120.06,FAOSTAT,Official
18,27,2014,728896.01,344816.85,2113.86,FAOSTAT,Estimated
18,27,2015,574032.1,307832.33,1864.76,FAOSTAT,Estimated
18,27,2016,841696.13,477550.31,1762.53,FAOSTAT,Official
18,27,2017,309833.59,138488.97,2237.24,FAOSTAT,Official
18,27,2018,285720.77,168663.23,1694.03,FAOSTAT,Official
18,27,2019,427043.34,259791.74,1643.79,FAOSTAT,Official
18,27,2020,327631.44,235711.37,1389.97,FAOSTAT,Official
18,27,2021,601989.66,322658.78,1865.72,FAOSTAT,Estimated
18,27,2022,1101170.78,496091.73,2219.69,FAOSTAT,Official
18,27,2023,200659.3,86725.05,2313.74,FAOSTAT,Official
18,27,2024,363479.73,179342.14,2026.74,FAOSTAT,Official
18,28,2014,108499.53,150504.94,720.9,FAOSTAT,Estimated
18,28,2015,117244.67,167809.3,698.68,FAOSTAT,Estimated
18,28,2016,120107.48,135173.38,888.54,FAOSTAT,Official
18,28,2017,73151.73,79752.92,917.23,FAOSTAT,Official
18,28,2018,168824.2,151397.68,1115.1,FAOSTAT,Official
18,28,2019,297676.07,307204.33,968.98,FAOSTAT,Official
18,28,2020,238129.22,290147.15,820.72,FAOSTAT,Official
18,28,2021,291430.76,231043.43,1261.37,FAOSTAT,Official
18,28,2022,203765.05,257492.92,791.34,FAOSTAT,Official
18,28,2023,378535.71,305451.71,1239.27,FAOSTAT,Official
18,28,2024,319722.95,326705.33,978.63,FAOSTAT,Official
18,29,2014,389332.98,357707.36,1088.41,FAOSTAT,Official
18,29,2015,265757.54,243142.07,1093.01,FAOSTAT,Official
18,29,2016,214637.9,278283.03,771.29,FAOSTAT,Official
18,29,2017,190758.74,150153.28,1270.43,FAOSTAT,Estimated
18,29,2018,355736.61,322249.91,1103.92,FAOSTAT,Official
18,29,2019,185607.98,200274.66,926.77,FAOSTAT,Official
18,29,2020,357098.59,346966.73,1029.2,FAOSTAT,Official
18,29,2021,157749.54,125104.76,1260.94,FAOSTAT,Official
18,29,2022,289065.83,324387.42,891.11,FAOSTAT,Estimated
18,29,2023,393395.43,370957.68,1060.49,FAOSTAT,Official
18,29,2024,163291.55,155921.25,1047.27,FAOSTAT,Estimated
18,30,2014,295218.52,227871.41,1295.55,FAOSTAT,Estimated
18,30,2015,144387.53,195800.4,737.42,FAOSTAT,Official
18,30,2016,249409.04,205115.24,1215.95,FAOSTAT,Official
18,30,2017,276156.81,270367.64,1021.41,FAOSTAT,Official
18,30,2018,178741.7,138004.41,1295.19,FAOSTAT,Official
18,30,2019,443354.29,433721.72,1022.21,FAOSTAT,Official
18,30,2020,91866.76,115721.95,793.86,FAOSTAT,Official
18,30,2021,78892.76,88402.28,892.43,FAOSTAT,Estimated
18,30,2022,367359.4,255222.32,1439.37,FAOSTAT,Official
18,30,2023,116651.0,116787.94,998.83,FAOSTAT,Official
18,30,2024,95031.21,96534.53,984.43,FAOSTAT,Official
18,31,2014,392518.79,378627.49,1036.69,FAOSTAT,Estimated
18,31,2015,223146.66,212672.19,1049.25,FAOSTAT,Official
18,31,2016,382053.12,476479.84,801.82,FAOSTAT,Official
18,31,2017,360769.58,336872.22,1070.94,FAOSTAT,Estimated
18,31,2018,533670.33,482696.86,1105.6,FAOSTAT,Official
18,31,2019,433241.96,357328.36,1212.45,FAOSTAT,Official
18,31,2020,149115.67,127294.17,1171.43,FAOSTAT,Official
18,31,2021,236450.3,180773.61,1307.99,FAOSTAT,Official
18,31,2022,243329.16,262371.31,927.42,FAOSTAT,Estimated
18,31,2023,129381.64,111977.03,1155.43,FAOSTAT,Official
18,31,2024,77189.68,81209.64,950.5,FAOSTAT,Official
18,32,2014,395412.38,449610.52,879.46,FAOSTAT,Official
18,32,2015,107919.45,120654.57,894.45,FAOSTAT,Official
18,32,2016,51955.96,58767.88,884.09,FAOSTAT,Official
18,32,2017,79709.41,64562.49,1234.61,FAOSTAT,Estimated
18,32,2018,94854.64,108004.08,878.25,FAOSTAT,Official
18,32,2019,340527.66,360536.77,944.5,FAOSTAT,Estimated
18,32,2020,171482.14,158282.2,1083.39,FAOSTAT,Estimated
18,32,2021,304878.08,288026.2,1058.51,FAOSTAT,Estimated
18,32,2022,440698.08,444719.9,990.96,FAOSTAT,Official
18,32,2023,193101.2,255603.49,755.47,FAOSTAT,Official
18,32,2024,147566.44,113695.62,1297.91,FAOSTAT,Official
18,33,2014,1013810.84,322765.1,3141.02,FAOSTAT,Official
18,33,2015,1527196.15,454933.4,3356.97,FAOSTAT,Official
18,33,2016,1141422.57,301168.31,3789.98,FAOSTAT,Official
18,33,2017,534522.09,164407.62,3251.2,FAOSTAT,Official
18,33,2018,2026539.68,474290.32,4272.78,FAOSTAT,Official
18,33,2019,204314.89,63782.44,3203.31,FAOSTAT,Official
18,33,2020,1452592.33,380471.36,3817.88,FAOSTAT,Official
18,33,2021,738560.31,233247.56,3166.42,FAOSTAT,Estimated
18,33,2022,1324298.9,423560.99,3126.58,FAOSTAT,Estimated
18,33,2023,702398.33,211399.15,3322.62,FAOSTAT,Official
18,33,2024,1079036.77,324427.78,3325.97,FAOSTAT,Official
18,34,2014,1435577.26,378863.55,3789.17,FAOSTAT,Official
18,34,2015,1351204.5,426405.77,3168.82,FAOSTAT,Official
18,34,2016,328568.97,109921.6,2989.12,FAOSTAT,Official
18,34,2017,178534.22,71597.39,2493.59,FAOSTAT,Official
18,34,2018,1351329.1,336182.46,4019.63,FAOSTAT,Official
18,34,2019,1240985.71,383076.5,3239.52,FAOSTAT,Official
18,34,2020,350356.15,128460.56,2727.34,FAOSTAT,Official
18,34,2021,687959.17,139314.78,4938.16,FAOSTAT,Official
18,34,2022,1724925.04,399332.07,4319.53,FAOSTAT,Official
18,34,2023,1375992.95,358620.42,3836.91,FAOSTAT,Official
18,34,2024,399111.83,129725.73,3076.58,FAOSTAT,Estimated
18,35,2014,16492103.41,250313.99,65885.66,FAOSTAT,Official
18,35,2015,36485278.6,483728.42,75425.13,FAOSTAT,Official
18,35,2016,33014241.95,408888.81,80741.37,FAOSTAT,Estimated
18,35,2017,14898378.06,244294.89,60985.22,FAOSTAT,Official
18,35,2018,14695716.08,189274.22,77642.46,FAOSTAT,Official
18,35,2019,38584364.92,480775.25,80254.47,FAOSTAT,Official
18,35,2020,13664151.72,182757.48,74766.58,FAOSTAT,Official
18,35,2021,31681426.25,407053.23,77831.16,FAOSTAT,Official
18,35,2022,20281005.23,250212.8,81055.03,FAOSTAT,Official
18,35,2023,34190917.17,403364.52,84764.31,FAOSTAT,Official
18,35,2024,12206556.28,150574.86,81066.37,FAOSTAT,Official
19,1,2014,440634.9,248968.36,1769.84,FAOSTAT,Official
19,1,2015,1057757.42,357272.92,2960.64,FAOSTAT,Estimated
19,1,2016,759289.21,431990.71,1757.65,FAOSTAT,Official
19,1,2017,1124747.77,460203.67,2444.02,FAOSTAT,Estimated
19,1,2018,1540069.97,483917.28,3182.51,FAOSTAT,Estimated
19,1,2019,339758.35,140637.89,2415.84,FAOSTAT,Official
19,1,2020,772461.78,281308.05,2745.96,FAOSTAT,Official
19,1,2021,1078495.73,386750.0,2788.61,FAOSTAT,Estimated
19,1,2022,777803.95,327842.44,2372.49,FAOSTAT,Official
19,1,2023,1208317.83,464306.78,2602.41,FAOSTAT,Official
19,1,2024,1075000.64,378735.18,2838.4,FAOSTAT,Official
19,2,2014,565450.61,265623.97,2128.76,FAOSTAT,Official
19,2,2015,1320855.29,457863.35,2884.82,FAOSTAT,Official
19,2,2016,206745.61,71887.38,2875.97,FAOSTAT,Official
19,2,2017,1128923.48,386675.73,2919.56,FAOSTAT,Official
19,2,2018,1486544.31,447131.66,3324.62,FAOSTAT,Estimated
19,2,2019,955490.01,437351.13,2184.72,FAOSTAT,Official
19,2,2020,200721.0,97211.02,2064.8,FAOSTAT,Official
19,2,2021,632439.01,228166.57,2771.83,FAOSTAT,Official
19,2,2022,1496802.53,453445.28,3300.96,FAOSTAT,Estimated
19,2,2023,883119.73,326964.44,2700.97,FAOSTAT,Official
19,2,2024,1593164.58,474187.65,3359.78,FAOSTAT,Official
19,3,2014,1220299.26,455294.78,2680.24,FAOSTAT,Official
19,3,2015,601010.73,189368.09,3173.77,FAOSTAT,Estimated
19,3,2016,974697.74,422752.53,2305.6,FAOSTAT,Official
19,3,2017,972913.96,338112.28,2877.49,FAOSTAT,Official
19,3,2018,1190406.33,423655.07,2809.85,FAOSTAT,Official
19,3,2019,757212.17,225949.64,3351.24,FAOSTAT,Official
19,3,2020,1299460.51,463821.43,2801.64,FAOSTAT,Official
19,3,2021,650324.62,198225.42,3280.73,FAOSTAT,Official
19,3,2022,1121246.97,415568.73,2698.1,FAOSTAT,Official
19,3,2023,665494.61,243136.98,2737.12,FAOSTAT,Official
19,3,2024,867699.7,352368.99,2462.47,FAOSTAT,Official
19,4,2014,1119193.34,408815.69,2737.65,FAOSTAT,Estimated
19,4,2015,1238372.88,495942.14,2497.01,FAOSTAT,Official
19,4,2016,1633960.32,479860.31,3405.07,FAOSTAT,Official
19,4,2017,968109.44,359018.74,2696.54,FAOSTAT,Official
19,4,2018,246039.77,92263.74,2666.7,FAOSTAT,Official
19,4,2019,1006786.22,338863.38,2971.07,FAOSTAT,Estimated
19,4,2020,485747.09,148060.4,3280.74,FAOSTAT,Official
19,4,2021,564231.51,194696.08,2898.01,FAOSTAT,Estimated
19,4,2022,797841.53,233960.1,3410.16,FAOSTAT,Official
19,4,2023,1207537.28,394622.39,3059.98,FAOSTAT,Official
19,4,2024,1028859.88,394240.69,2609.73,FAOSTAT,Official
19,5,2014,358508.72,138005.35,2597.79,FAOSTAT,Official
19,5,2015,846661.12,351937.29,2405.72,FAOSTAT,Official
19,5,2016,818816.71,317405.99,2579.71,FAOSTAT,Estimated
19,5,2017,277344.06,107581.51,2577.99,FAOSTAT,Official
19,5,2018,512869.74,198382.65,2585.25,FAOSTAT,Estimated
19,5,2019,710235.42,210620.7,3372.11,FAOSTAT,Official
19,5,2020,1428209.19,491880.8,2903.57,FAOSTAT,Estimated
19,5,2021,717561.08,261618.58,2742.78,FAOSTAT,Estimated
19,5,2022,989945.77,406835.11,2433.28,FAOSTAT,Official
19,5,2023,1499864.78,409637.94,3661.44,FAOSTAT,Estimated
19,5,2024,842829.98,348202.38,2420.52,FAOSTAT,Estimated
19,6,2014,704838.79,264924.09,2660.53,FAOSTAT,Official
19,6,2015,726579.59,246919.76,2942.57,FAOSTAT,Official
19,6,2016,314681.3,125986.97,2497.73,FAOSTAT,Estimated
19,6,2017,825921.17,334544.19,2468.8,FAOSTAT,Official
19,6,2018,548461.19,238660.85,2298.08,FAOSTAT,Official
19,6,2019,653393.89,216372.57,3019.76,FAOSTAT,Official
19,6,2020,549336.47,199835.18,2748.95,FAOSTAT,Estimated
19,6,2021,726311.87,274875.08,2642.33,FAOSTAT,Official
19,6,2022,984632.26,410904.53,2396.26,FAOSTAT,Official
19,6,2023,670926.91,234474.14,2861.41,FAOSTAT,Official
19,6,2024,959645.24,320272.71,2996.34,FAOSTAT,Official
19,7,2014,1157187.51,362426.41,3192.89,FAOSTAT,Official
19,7,2015,626056.83,219663.35,2850.07,FAOSTAT,Official
19,7,2016,1516706.4,450406.39,3367.42,FAOSTAT,Official
19,7,2017,1245792.91,358543.36,3474.59,FAOSTAT,Estimated
