district_id,year,export_crop_area_pct,subsistence_area_pct,avg_holding_size_ha,export_volume_ratio,commercialization_score
51,2019,19.26,80.74,0.85,2.26,13.48
51,2020,17.13,82.87,0.86,6.32,13.91
51,2021,11.37,88.63,0.87,3.34,10.77
51,2022,12.49,87.51,0.88,3.47,11.32
51,2023,10.4,89.6,0.89,2.91,10.38
51,2024,16.9,83.1,0.9,4.6,13.54
52,2014,12.36,87.64,0.86,2.91,11.01
52,2015,14.78,85.22,0.88,3.1,12.1
52,2016,9.96,90.04,0.89,2.9,10.18
52,2017,13.8,86.2,0.9,4.21,12.17
52,2018,12.33,87.67,0.91,3.04,11.3
52,2019,17.83,82.17,0.92,5.01,14.15
52,2020,16.54,83.46,0.93,4.52,13.56
52,2021,13.05,86.95,0.94,3.67,11.97
52,2022,13.68,86.32,0.95,3.72,12.31
52,2023,10.4,89.6,0.96,3.02,10.85
52,2024,11.07,88.93,0.98,3.45,11.31
53,2014,15.29,84.71,1.36,3.69,15.4
53,2015,15.38,84.62,1.38,5.32,16.03
53,2016,15.74,84.26,1.4,4.74,16.11
53,2017,10.82,89.18,1.42,2.22,13.48
53,2018,14.61,85.39,1.43,3.84,15.59
53,2019,16.72,83.28,1.45,3.83,16.54
53,2020,12.83,87.17,1.47,3.68,15.04
53,2021,19.96,80.04,1.48,8.79,19.53
53,2022,11.54,88.46,1.5,2.52,14.38
53,2023,13.8,86.2,1.52,4.4,15.96
53,2024,13.47,86.53,1.54,3.81,15.75
54,2014,14.46,85.54,1.27,2.84,14.25
54,2015,18.13,81.87,1.29,5.71,16.68
54,2016,17.07,82.93,1.3,3.86,15.8
54,2017,18.93,81.07,1.32,4.98,16.97
54,2018,10.85,89.15,1.33,2.55,13.11
54,2019,16.1,83.9,1.35,4.06,15.76
54,2020,15.34,84.66,1.37,3.02,15.24
54,2021,10.1,89.9,1.38,1.98,12.93
54,2022,16.12,83.88,1.4,6.63,16.83
54,2023,13.67,86.33,1.41,4.91,15.43
54,2024,16.4,83.6,1.43,5.97,16.94
55,2014,16.27,83.73,1.32,5.46,16.04
55,2015,15.39,84.61,1.33,3.79,15.29
55,2016,17.67,82.33,1.35,5.72,16.88
55,2017,19.43,80.57,1.37,5.13,17.51
55,2018,13.49,86.51,1.38,4.63,15.08
55,2019,12.26,87.74,1.4,2.36,14.01
55,2020,11.53,88.47,1.42,2.46,13.85
55,2021,18.8,81.2,1.43,5.66,17.82
55,2022,12.52,87.48,1.45,3.64,14.8
55,2023,14.25,85.75,1.47,3.83,15.65
55,2024,11.77,88.23,1.48,2.65,14.41
56,2014,17.59,82.41,1.3,5.65,16.51
56,2015,17.56,82.44,1.31,5.17,16.46
56,2016,13.95,86.05,1.33,2.38,14.28
56,2017,19.54,80.46,1.35,5.23,17.47
56,2018,14.31,85.69,1.36,4.85,15.36
56,2019,13.42,86.58,1.38,3.66,14.75
56,2020,14.12,85.88,1.4,3.66,15.13
56,2021,16.46,83.54,1.41,6.07,16.88
56,2022,14.31,85.69,1.43,3.51,15.35
56,2023,10.11,89.89,1.45,1.98,13.32
56,2024,10.89,89.11,1.46,2.46,13.87
57,2014,17.97,82.03,1.22,4.83,15.97
57,2015,15.01,84.99,1.24,3.88,14.6
57,2016,17.42,82.58,1.25,5.21,16.05
57,2017,9.49,90.51,1.27,2.83,12.26
57,2018,13.32,86.68,1.28,3.5,14.09
57,2019,17.82,82.18,1.3,3.17,15.88
57,2020,14.93,85.07,1.32,4.46,15.2
57,2021,13.41,86.59,1.33,2.44,14.08
57,2022,13.07,86.93,1.35,3.59,14.39
57,2023,12.39,87.61,1.36,2.96,14.02
57,2024,10.34,89.66,1.38,2.25,13.08
58,2014,17.41,82.59,1.17,4.92,15.49
58,2015,8.46,91.54,1.19,1.98,11.12
58,2016,13.1,86.9,1.21,4.57,13.84
58,2017,13.87,86.13,1.22,3.66,13.96
58,2018,13.21,86.79,1.23,2.78,13.53
58,2019,17.55,82.45,1.25,4.39,15.84
58,2020,14.55,85.45,1.27,3.23,14.38
58,2021,17.04,82.96,1.28,5.17,16.05
58,2022,16.92,83.08,1.29,5.99,16.33
58,2023,14.22,85.78,1.31,4.85,15.0
58,2024,19.91,80.09,1.33,5.27,17.49
59,2014,15.58,84.42,0.42,4.71,10.18
59,2015,16.91,83.09,0.43,3.34,10.34
59,2016,14.41,85.59,0.43,3.98,9.56
59,2017,16.66,83.34,0.44,3.99,10.5
59,2018,15.74,84.26,0.44,3.3,9.95
59,2019,15.84,84.16,0.45,4.43,10.36
59,2020,12.93,87.07,0.46,3.11,8.84
59,2021,13.35,86.65,0.46,5.4,9.72
59,2022,17.94,82.06,0.47,5.21,11.54
59,2023,11.12,88.88,0.47,3.48,8.32
59,2024,13.33,86.67,0.48,4.56,9.56
60,2014,15.79,84.21,0.38,3.65,9.67
60,2015,11.09,88.91,0.38,2.62,7.51
60,2016,14.94,85.06,0.39,4.94,9.77
60,2017,13.89,86.11,0.39,4.67,9.3
60,2018,14.02,85.98,0.4,2.93,8.86
60,2019,11.78,88.22,0.4,2.66,7.91
60,2020,14.19,85.81,0.4,2.69,8.91
60,2021,20.79,79.21,0.41,6.57,12.74
60,2022,13.74,86.26,0.41,3.66,9.08
60,2023,15.06,84.94,0.42,4.96,10.03
60,2024,12.79,87.21,0.42,4.94,9.14
61,2014,19.18,80.82,0.36,5.0,11.32
61,2015,15.65,84.35,0.36,6.21,10.29
61,2016,14.12,85.88,0.37,2.8,8.69
61,2017,9.61,90.39,0.37,2.72,6.89
61,2018,16.95,83.05,0.38,3.44,10.06
61,2019,14.71,85.29,0.38,3.03,9.07
61,2020,10.74,89.26,0.38,3.47,7.64
61,2021,15.8,84.2,0.39,4.18,9.91
61,2022,11.49,88.51,0.39,4.13,8.2
61,2023,7.99,92.01,0.4,2.15,6.23
61,2024,17.73,82.27,0.4,4.75,10.94
62,2014,15.62,84.38,0.52,4.96,10.84
62,2015,15.8,84.2,0.52,3.5,10.51
62,2016,15.16,84.84,0.53,4.38,10.56
62,2017,10.08,89.92,0.54,2.97,8.14
62,2018,18.06,81.94,0.54,5.8,12.23
62,2019,17.85,82.15,0.55,2.76,11.27
62,2020,13.61,86.39,0.56,4.98,10.28
62,2021,14.03,85.97,0.56,4.78,10.42
62,2022,20.96,79.04,0.57,8.81,14.45
62,2023,14.57,85.43,0.58,4.03,10.5
62,2024,10.51,89.49,0.58,2.47,8.44
63,2014,11.21,88.79,0.55,4.02,8.96
63,2015,17.26,82.74,0.55,5.17,11.77
63,2016,13.67,86.33,0.56,3.14,9.76
63,2017,14.42,85.58,0.57,4.65,10.56
63,2018,18.98,81.02,0.57,5.56,12.7
63,2019,12.34,87.66,0.58,2.87,9.28
63,2020,16.51,83.49,0.59,4.67,11.53
63,2021,18.93,81.07,0.59,5.75,12.86
63,2022,15.71,84.29,0.6,2.12,10.52
63,2023,12.89,87.11,0.61,4.33,10.11
63,2024,15.24,84.76,0.61,3.91,10.96
64,2014,14.91,85.09,0.68,4.32,11.32
64,2015,13.47,86.53,0.69,4.9,10.97
64,2016,10.01,89.99,0.69,1.75,8.69
64,2017,17.52,82.48,0.7,5.33,12.82
64,2018,14.8,85.2,0.71,5.13,11.73
64,2019,16.37,83.63,0.72,4.06,12.09
64,2020,9.57,90.43,0.73,2.6,8.98
64,2021,13.07,86.93,0.74,4.28,10.94
64,2022,17.34,82.66,0.75,4.04,12.62
64,2023,15.69,84.31,0.75,3.87,11.96
64,2024,8.56,91.44,0.76,1.48,8.45
65,2014,12.6,87.4,0.64,2.99,9.78
65,2015,13.81,86.19,0.65,3.29,10.4
65,2016,15.02,84.98,0.66,3.39,10.96
65,2017,15.44,84.56,0.66,4.41,11.48
65,2018,14.34,85.66,0.67,4.15,11.01
65,2019,12.41,87.59,0.68,2.6,9.82
65,2020,12.4,87.6,0.69,3.38,10.1
65,2021,13.47,86.53,0.7,3.82,10.71
65,2022,11.68,88.32,0.7,3.9,10.07
65,2023,15.43,84.57,0.71,5.12,11.98
65,2024,16.14,83.86,0.72,3.69,11.89
66,2014,10.65,89.35,0.56,3.49,8.69
66,2015,12.41,87.59,0.57,4.83,9.84
66,2016,13.5,86.5,0.58,3.68,9.97
66,2017,17.87,82.13,0.59,6.65,12.66
66,2018,7.94,92.06,0.59,1.66,7.23
66,2019,20.45,79.55,0.6,5.54,13.44
66,2020,13.81,86.19,0.61,3.13,10.11
66,2021,12.48,87.52,0.61,2.99,9.57
66,2022,10.98,89.02,0.62,2.91,9.0
66,2023,11.53,88.47,0.63,2.22,9.05
66,2024,15.67,84.33,0.64,3.99,11.28
67,2014,17.61,82.39,0.66,3.55,12.06
67,2015,15.55,84.45,0.67,4.4,11.54
67,2016,19.48,80.52,0.67,6.43,13.77
67,2017,12.47,87.53,0.68,2.73,9.9
67,2018,13.79,86.21,0.69,3.17,10.61
67,2019,13.69,86.31,0.7,3.2,10.63
67,2020,14.04,85.96,0.71,5.33,11.46
67,2021,16.56,83.44,0.72,4.89,12.39
67,2022,10.46,89.54,0.73,2.15,9.18
67,2023,13.58,86.42,0.73,3.99,11.03
67,2024,15.34,84.66,0.74,5.78,12.32
68,2014,14.53,85.47,0.89,4.46,12.51
68,2015,14.03,85.97,0.9,5.62,12.73
68,2016,13.15,86.85,0.92,2.72,11.57
68,2017,15.67,84.33,0.93,4.02,13.03
68,2018,13.53,86.47,0.94,3.56,12.11
68,2019,18.74,81.26,0.95,4.85,14.65
68,2020,11.1,88.9,0.96,3.25,11.18
68,2021,19.39,80.61,0.97,5.86,15.35
68,2022,16.68,83.32,0.98,3.13,13.52
68,2023,13.52,86.48,1.0,2.8,12.22
68,2024,15.97,84.03,1.01,4.29,13.72
69,2014,13.73,86.27,0.45,2.69,9.0
69,2015,17.4,82.6,0.46,8.15,12.15
69,2016,8.72,91.28,0.46,1.84,6.82
69,2017,10.67,89.33,0.47,1.8,7.62
69,2018,12.61,87.39,0.47,3.66,8.99
69,2019,11.56,88.44,0.48,2.61,8.29
69,2020,18.8,81.2,0.49,4.88,11.9
69,2021,15.59,84.41,0.49,3.95,10.37
69,2022,19.42,80.58,0.5,4.25,12.03
69,2023,11.0,89.0,0.5,2.67,8.22
69,2024,11.51,88.49,0.51,3.67,8.76
70,2014,12.14,87.86,0.49,4.11,9.02
70,2015,12.29,87.71,0.5,3.5,8.94
70,2016,14.97,85.03,0.5,2.66,9.79
70,2017,13.08,86.92,0.51,3.32,9.28
70,2018,12.32,87.68,0.51,2.7,8.82
70,2019,14.57,85.43,0.52,3.44,9.98
70,2020,14.89,85.11,0.53,4.12,10.35
70,2021,15.93,84.07,0.53,6.93,11.65
70,2022,16.26,83.74,0.54,3.28,10.72
70,2023,14.26,85.74,0.54,5.48,10.62
70,2024,11.92,88.08,0.55,3.25,9.05
71,2014,13.58,86.42,0.38,2.99,8.58
71,2015,17.31,82.69,0.38,6.0,11.01
71,2016,11.02,88.98,0.39,2.86,7.58
71,2017,20.55,79.45,0.39,6.42,12.49
71,2018,14.15,85.85,0.4,2.5,8.78
71,2019,11.92,88.08,0.4,3.22,8.13
71,2020,18.05,81.95,0.4,4.07,10.87
71,2021,14.22,85.78,0.41,4.51,9.5
71,2022,12.72,87.28,0.41,3.92,8.75
71,2023,16.75,83.25,0.42,4.47,10.56
71,2024,11.79,88.21,0.42,3.41,8.28
72,2014,12.92,87.08,0.55,4.49,9.79
72,2015,14.87,85.13,0.55,3.53,10.32
72,2016,18.22,81.78,0.56,6.09,12.47
72,2017,15.84,84.16,0.57,5.23,11.3
72,2018,16.06,83.94,0.57,4.87,11.32
72,2019,11.44,88.56,0.58,1.99,8.65
72,2020,18.79,81.21,0.59,5.21,12.6
72,2021,18.68,81.32,0.59,5.16,12.58
72,2022,15.47,84.53,0.6,3.14,10.74
72,2023,9.41,90.59,0.61,2.78,8.24
72,2024,13.82,86.18,0.61,3.39,10.24
73,2014,14.51,85.49,0.52,4.84,10.36
73,2015,12.5,87.5,0.52,3.95,9.33
73,2016,12.39,87.61,0.53,3.96,9.32
73,2017,11.74,88.26,0.54,3.9,9.09
73,2018,15.17,84.83,0.54,4.44,10.66
73,2019,9.39,90.61,0.55,2.2,7.71
73,2020,10.26,89.74,0.56,2.53,8.2
73,2021,14.34,85.66,0.56,2.75,9.94
73,2022,15.53,84.47,0.57,4.35,10.94
73,2023,11.69,88.31,0.58,3.91,9.31
73,2024,14.89,85.11,0.58,5.5,11.1
74,2014,15.15,84.85,0.58,4.39,10.87
74,2015,13.72,86.28,0.59,3.9,10.2
74,2016,15.86,84.14,0.6,5.02,11.44
74,2017,10.88,89.12,0.61,3.96,9.17
74,2018,13.63,86.37,0.61,3.0,10.03
74,2019,19.06,80.94,0.62,5.87,13.1
74,2020,13.28,86.72,0.63,3.32,10.07
74,2021,12.48,87.52,0.63,3.05,9.71
74,2022,17.23,82.77,0.64,3.25,11.72
74,2023,12.3,87.7,0.65,3.24,9.79
74,2024,18.41,81.59,0.66,5.13,12.84
75,2014,16.42,83.58,0.61,4.43,11.56
75,2015,14.04,85.96,0.62,4.31,10.62
75,2016,15.09,84.91,0.63,4.19,11.05
75,2017,14.19,85.81,0.63,4.92,10.96
75,2018,12.55,87.45,0.64,2.46,9.61
75,2019,15.27,84.73,0.65,4.84,11.46
75,2020,11.32,88.68,0.66,3.81,9.62
75,2021,16.03,83.97,0.67,6.13,12.25
75,2022,11.05,88.95,0.67,2.11,9.09
75,2023,15.68,84.32,0.68,3.28,11.34
75,2024,19.85,80.15,0.69,5.88,13.84
76,2014,13.55,86.45,1.41,3.26,14.86
76,2015,7.13,92.87,1.43,1.7,11.93
76,2016,13.0,87.0,1.45,3.7,14.99
76,2017,12.18,87.82,1.46,2.59,14.43
76,2018,8.93,91.07,1.48,2.2,13.13
76,2019,15.42,84.58,1.5,4.57,16.54
76,2020,16.45,83.55,1.52,4.44,17.02
76,2021,14.27,85.73,1.54,3.38,15.94
76,2022,10.79,89.21,1.55,2.76,14.47
76,2023,18.66,81.34,1.57,4.52,18.25
76,2024,15.03,84.97,1.59,4.52,16.91
77,2014,14.15,85.85,1.46,3.83,15.55
77,2015,12.08,87.92,1.48,2.49,14.43
77,2016,14.16,85.84,1.49,4.63,16.02
77,2017,13.24,86.76,1.51,3.93,15.55
77,2018,14.07,85.93,1.53,2.78,15.65
77,2019,14.81,85.19,1.55,3.37,16.24
77,2020,13.32,86.68,1.57,4.74,16.16
77,2021,9.78,90.22,1.59,3.15,14.38
77,2022,9.27,90.73,1.61,3.02,14.25
77,2023,10.83,89.17,1.62,2.84,14.93
77,2024,13.86,86.14,1.64,4.54,16.76
