district_id,crop_id,forecast_month,forecast_yield_kg_ha,lower_ci_95,upper_ci_95,forecast_model,rmse_kg_ha,mae_kg_ha,mape_pct,forecast_date
53,1,2025-06-01,3125.69,2555.59,3695.79,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-07-01,3154.34,2562.31,3746.37,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-08-01,3182.98,2569.03,3796.93,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-09-01,3211.63,2575.75,3847.51,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-10-01,3240.27,2582.46,3898.08,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-11-01,3268.92,2589.19,3948.65,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
53,1,2025-12-01,3297.57,2595.91,3999.23,ARIMA,438.54,336.23,13.23,2024-08-01T00:00:00+00:00
54,1,2025-01-01,2636.81,2358.1,2915.52,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-02-01,2643.39,2351.41,2935.37,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-03-01,2649.97,2344.72,2955.22,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-04-01,2656.55,2338.03,2975.07,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-05-01,2663.13,2331.33,2994.93,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-06-01,2669.72,2324.65,3014.79,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-07-01,2676.3,2317.96,3034.64,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-08-01,2682.88,2311.27,3054.49,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-09-01,2689.46,2304.58,3074.34,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-10-01,2696.04,2297.88,3094.2,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-11-01,2702.63,2291.2,3114.06,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
54,1,2025-12-01,2709.21,2284.51,3133.91,ARIMA,265.44,208.42,8.12,2024-08-01T00:00:00+00:00
55,1,2025-01-01,2568.6,2227.57,2909.63,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-02-01,2552.83,2195.56,2910.1,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-03-01,2537.06,2163.55,2910.57,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-04-01,2521.28,2131.53,2911.03,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-05-01,2505.51,2099.52,2911.5,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-06-01,2489.74,2067.51,2911.97,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-07-01,2473.96,2035.49,2912.43,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-08-01,2458.19,2003.48,2912.9,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-09-01,2442.42,1971.47,2913.37,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-10-01,2426.64,1939.45,2913.83,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-11-01,2410.87,1907.44,2914.3,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
55,1,2025-12-01,2395.1,1875.43,2914.77,ARIMA,324.79,274.21,11.11,2024-08-01T00:00:00+00:00
56,1,2025-01-01,3024.01,2561.21,3486.81,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-02-01,3032.99,2548.16,3517.82,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-03-01,3041.97,2535.1,3548.84,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-04-01,3050.94,2522.03,3579.85,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-05-01,3059.92,2508.97,3610.87,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-06-01,3068.9,2495.91,3641.89,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-07-01,3077.88,2482.86,3672.9,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-08-01,3086.86,2469.8,3703.92,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-09-01,3095.84,2456.74,3734.94,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-10-01,3104.82,2443.68,3765.96,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-11-01,3113.8,2430.62,3796.98,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
56,1,2025-12-01,3122.78,2417.57,3827.99,ARIMA,440.76,359.4,12.89,2024-08-01T00:00:00+00:00
57,1,2025-01-01,2873.72,2592.43,3155.01,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-02-01,2884.19,2589.51,3178.87,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-03-01,2894.67,2586.59,3202.75,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-04-01,2905.14,2583.67,3226.61,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-05-01,2915.61,2580.74,3250.48,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-06-01,2926.09,2577.83,3274.35,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-07-01,2936.56,2574.9,3298.22,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-08-01,2947.04,2571.99,3322.09,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-09-01,2957.51,2569.06,3345.96,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-10-01,2967.99,2566.15,3369.83,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-11-01,2978.46,2563.22,3393.7,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
57,1,2025-12-01,2988.93,2560.3,3417.56,ARIMA,267.89,229.82,8.46,2024-08-01T00:00:00+00:00
58,1,2025-01-01,2698.85,2315.91,3081.79,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-02-01,2702.96,2301.79,3104.13,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-03-01,2707.07,2287.66,3126.48,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-04-01,2711.18,2273.54,3148.82,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-05-01,2715.29,2259.41,3171.17,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-06-01,2719.4,2245.28,3193.52,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-07-01,2723.51,2231.16,3215.86,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-08-01,2727.62,2217.03,3238.21,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-09-01,2731.73,2202.91,3260.55,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-10-01,2735.84,2188.78,3282.9,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-11-01,2739.95,2174.66,3305.24,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
58,1,2025-12-01,2744.06,2160.53,3327.59,ExponentialSmoothing,364.7,327.54,12.68,2024-08-01T00:00:00+00:00
59,1,2025-01-01,2784.0,2564.23,3003.77,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-02-01,2798.11,2567.88,3028.34,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-03-01,2812.22,2571.52,3052.92,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-04-01,2826.33,2575.17,3077.49,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-05-01,2840.44,2578.81,3102.07,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-06-01,2854.55,2582.46,3126.64,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-07-01,2868.66,2586.1,3151.22,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-08-01,2882.77,2589.75,3175.79,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-09-01,2896.88,2593.39,3200.37,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-10-01,2910.99,2597.04,3224.94,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-11-01,2925.1,2600.68,3249.52,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
59,1,2025-12-01,2939.21,2604.33,3274.09,ARIMA,209.3,169.54,6.18,2024-08-01T00:00:00+00:00
60,1,2025-01-01,2870.08,2540.57,3199.59,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-02-01,2861.36,2516.16,3206.56,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-03-01,2852.64,2491.75,3213.53,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-04-01,2843.91,2467.33,3220.49,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-05-01,2835.19,2442.92,3227.46,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-06-01,2826.47,2418.51,3234.43,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-07-01,2817.74,2394.09,3241.39,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-08-01,2809.02,2369.68,3248.36,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-09-01,2800.3,2345.27,3255.33,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-10-01,2791.58,2320.86,3262.3,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-11-01,2782.85,2296.44,3269.26,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
60,1,2025-12-01,2774.13,2272.03,3276.23,ARIMA,313.82,218.52,7.99,2024-08-01T00:00:00+00:00
61,1,2025-01-01,2797.39,2638.59,2956.19,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-02-01,2795.57,2629.21,2961.93,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-03-01,2793.75,2619.83,2967.67,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-04-01,2791.93,2610.44,2973.42,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-05-01,2790.11,2601.06,2979.16,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-06-01,2788.28,2591.67,2984.89,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-07-01,2786.46,2582.29,2990.63,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-08-01,2784.64,2572.91,2996.37,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-09-01,2782.82,2563.52,3002.12,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-10-01,2781.0,2554.14,3007.86,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-11-01,2779.18,2544.76,3013.6,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
61,1,2025-12-01,2777.36,2535.38,3019.34,ExponentialSmoothing,151.24,119.81,4.28,2024-08-01T00:00:00+00:00
62,1,2025-01-01,2837.13,2489.55,3184.71,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-02-01,2817.14,2453.01,3181.27,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-03-01,2797.16,2416.47,3177.85,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-04-01,2777.17,2379.93,3174.41,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-05-01,2757.19,2343.4,3170.98,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-06-01,2737.2,2306.86,3167.54,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-07-01,2717.21,2270.32,3164.1,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-08-01,2697.23,2233.79,3160.67,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-09-01,2677.24,2197.24,3157.24,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-10-01,2657.26,2160.71,3153.81,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-11-01,2637.27,2124.17,3150.37,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
62,1,2025-12-01,2617.29,2087.64,3146.94,ARIMA,331.03,277.18,9.23,2024-08-01T00:00:00+00:00
63,1,2025-01-01,3040.95,2720.67,3361.23,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-02-01,3035.5,2699.96,3371.04,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-03-01,3030.04,2679.25,3380.83,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-04-01,3024.58,2658.54,3390.62,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-05-01,3019.13,2637.84,3400.42,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-06-01,3013.67,2617.13,3410.21,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-07-01,3008.21,2596.42,3420.0,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-08-01,3002.76,2575.71,3429.81,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-09-01,2997.3,2555.0,3439.6,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-10-01,2991.84,2534.29,3449.39,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-11-01,2986.39,2513.59,3459.19,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
63,1,2025-12-01,2980.93,2492.88,3468.98,ARIMA,305.03,267.14,8.84,2024-08-01T00:00:00+00:00
64,1,2025-01-01,2687.72,2323.42,3052.02,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-02-01,2680.36,2298.71,3062.01,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-03-01,2672.99,2274.0,3071.98,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-04-01,2665.62,2249.28,3081.96,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-05-01,2658.26,2224.57,3091.95,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-06-01,2650.89,2199.85,3101.93,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-07-01,2643.52,2175.14,3111.9,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-08-01,2636.16,2150.43,3121.89,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-09-01,2628.79,2125.71,3131.87,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-10-01,2621.42,2100.99,3141.85,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-11-01,2614.05,2076.28,3151.82,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
64,1,2025-12-01,2606.69,2051.57,3161.81,ARIMA,346.95,269.91,10.18,2024-08-01T00:00:00+00:00
65,1,2025-01-01,2785.62,2444.63,3126.61,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-02-01,2780.36,2423.13,3137.59,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-03-01,2775.11,2401.64,3148.58,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-04-01,2769.86,2380.15,3159.57,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-05-01,2764.61,2358.66,3170.56,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-06-01,2759.36,2337.18,3181.54,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-07-01,2754.11,2315.69,3192.53,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-08-01,2748.86,2294.2,3203.52,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-09-01,2743.61,2272.71,3214.51,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-10-01,2738.36,2251.23,3225.49,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-11-01,2733.11,2229.74,3236.48,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
65,1,2025-12-01,2727.86,2208.25,3247.47,ARIMA,324.76,272.97,9.85,2024-08-01T00:00:00+00:00
66,1,2025-01-01,2596.37,2374.53,2818.21,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-02-01,2574.52,2342.12,2806.92,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-03-01,2552.68,2309.72,2795.64,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-04-01,2530.83,2277.3,2784.36,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-05-01,2508.99,2244.9,2773.08,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-06-01,2487.14,2212.49,2761.79,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-07-01,2465.3,2180.08,2750.52,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-08-01,2443.45,2147.67,2739.23,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-09-01,2421.61,2115.27,2727.95,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-10-01,2399.76,2082.85,2716.67,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-11-01,2377.92,2050.45,2705.39,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
66,1,2025-12-01,2356.07,2018.03,2694.11,ARIMA,211.27,159.56,6.4,2024-08-01T00:00:00+00:00
67,1,2025-01-01,2719.16,2403.14,3035.18,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-02-01,2713.74,2382.67,3044.81,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-03-01,2708.32,2362.2,3054.44,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-04-01,2702.9,2341.73,3064.07,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-05-01,2697.48,2321.26,3073.7,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-06-01,2692.06,2300.8,3083.32,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-07-01,2686.65,2280.34,3092.96,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-08-01,2681.23,2259.87,3102.59,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-09-01,2675.81,2239.4,3112.22,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-10-01,2670.39,2218.93,3121.85,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-11-01,2664.97,2198.46,3131.48,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
67,1,2025-12-01,2659.55,2177.99,3141.11,ARIMA,300.97,240.09,8.95,2024-08-01T00:00:00+00:00
68,1,2025-01-01,2815.25,2509.36,3121.14,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-02-01,2824.08,2503.62,3144.54,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-03-01,2832.92,2497.89,3167.95,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-04-01,2841.76,2492.17,3191.35,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-05-01,2850.59,2486.43,3214.75,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-06-01,2859.43,2480.71,3238.15,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-07-01,2868.27,2474.98,3261.56,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-08-01,2877.1,2469.24,3284.96,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-09-01,2885.94,2463.52,3308.36,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-10-01,2894.78,2457.79,3331.77,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-11-01,2903.61,2452.05,3355.17,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
68,1,2025-12-01,2912.45,2446.33,3378.57,ARIMA,291.33,248.74,9.3,2024-08-01T00:00:00+00:00
69,1,2025-01-01,2899.89,2375.25,3424.53,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-02-01,2906.37,2356.75,3455.99,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-03-01,2912.86,2338.26,3487.46,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-04-01,2919.34,2319.75,3518.93,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-05-01,2925.83,2301.26,3550.4,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-06-01,2932.31,2282.76,3581.86,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-07-01,2938.8,2264.26,3613.34,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-08-01,2945.28,2245.76,3644.8,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-09-01,2951.77,2227.27,3676.27,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-10-01,2958.26,2208.78,3707.74,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-11-01,2964.74,2190.27,3739.21,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
69,1,2025-12-01,2971.23,2171.78,3770.68,ARIMA,499.66,372.34,15.55,2024-08-01T00:00:00+00:00
70,1,2025-01-01,3034.65,2750.2,3319.1,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-02-01,3041.0,2743.01,3338.99,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-03-01,3047.34,2735.8,3358.88,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-04-01,3053.68,2728.6,3378.76,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-05-01,3060.03,2721.4,3398.66,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-06-01,3066.37,2714.19,3418.55,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-07-01,3072.71,2706.99,3438.43,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-08-01,3079.06,2699.79,3458.33,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-09-01,3085.4,2692.59,3478.21,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-10-01,3091.75,2685.39,3498.11,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-11-01,3098.09,2678.19,3517.99,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
70,1,2025-12-01,3104.43,2670.98,3537.88,ARIMA,270.9,217.42,7.45,2024-08-01T00:00:00+00:00
71,1,2025-01-01,2728.68,2438.15,3019.21,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-02-01,2722.89,2418.53,3027.25,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-03-01,2717.09,2398.89,3035.29,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-04-01,2711.29,2379.26,3043.32,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-05-01,2705.49,2359.63,3051.35,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-06-01,2699.7,2340.0,3059.4,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-07-01,2693.9,2320.37,3067.43,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-08-01,2688.1,2300.73,3075.47,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-09-01,2682.3,2281.1,3083.5,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-10-01,2676.51,2261.47,3091.55,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-11-01,2670.71,2241.84,3099.58,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
71,1,2025-12-01,2664.91,2222.2,3107.62,ARIMA,276.69,238.62,9.09,2024-08-01T00:00:00+00:00
72,1,2025-01-01,2877.77,2483.3,3272.24,ARIMA,375.69,361.14,12.79,2024-08-01T00:00:00+00:00
72,1,2025-02-01,2853.29,2440.03,3266.55,ARIMA,375.69,361.14,12.79,2024-08-01T00:00:00+00:00
72,1,2025-03-01,2828.82,2396.78,3260.86,ARIMA,375.69,361.14,12.79,2024-08-01T00:00:00+00:00
